Sample_ID,dataset,coding,backend,steps,hidden,delta,sample 14628,sample 48598,sample 16049,sample 7296,sample 35741,sample 41905,sample 48540,sample 6717,sample 58469,sample 48265,sample 44348,sample 18024,sample 1639,sample 9144,rob. 14628,rob. 48598,rob. 16049,rob. 7296,rob. 35741,rob. 41905,rob. 48540,rob. 6717,rob. 58469,rob. 48265,rob. 44348,rob. 18024,rob. 1639,rob. 9144
10142024,mnist,latency,milp,8,20,"delta(1,)",1.8950674533844,2.6663918495178,1.4554462432861,2.3851940631866,2.5076925754547,1.8303525447845,3.0935041904449,2.5504410266876,1.7966883182526,1.6530845165253,1.8505439758301,1.2959463596344,1.2318091392517,3.4778873920441,Not robust,Robust,Robust,Robust,Not robust,Not robust,Robust,Not robust,Not robust,Not robust,Not robust,Not robust,Robust,Not robust
01261745,mnist,latency,milp,64,512,"delta(1,)",11306.953855276108,224278.56960129738,26088.63821721077,3084.9599483013153,11854.36449933052,180586.61884999275,inf,3400.82617354393,inf,inf,141005.35264635086,6252.660651922226,1851.2260191440582,14966.01154756546,Robust,Not robust,Robust,Robust,Robust,Robust,Unknown,Robust,Unknown,Unknown,Robust,Robust,Not robust,Robust
01282123,mnist,latency,np-psm,64,512,"delta(3,)",16846.194935560226,0.7004287242889404,5029.30748963356,9891.482087612152,10341.757278680801,7192.890686035156,16838.476348876953,9968.644150733948,1.9463543891906738,12313.041229486465,12475.971707105637,6649.361693382263,0.021555662155151367,20469.745753526688,Robust,Not robust,Robust,Robust,Robust,Not robust,Robust,Robust,Not robust,Robust,Robust,Robust,Not robust,Robust
08310511,mnist,latency,milp,5,12,"delta(1,)",0.9395942687988,0.8105406761169,0.9428689479828,0.9737079143524,0.6944522857666,0.8160665035248,0.97767162323,0.7821769714355,0.923828125,0.900260925293,0.867912530899,0.8134913444519,0.9429359436035,1.0531151294708,Robust,Robust,Robust,Robust,Not robust,Robust,Robust,Not robust,Robust,Not robust,Robust,Robust,Robust,Robust
01241627,mnist,latency,np-psm,16,512,"delta(2,)",36.25408887863159,25.697965383529663,11.54985761642456,15.8364098072052,16.31580638885498,14.55908989906311,15.652272462844849,15.651973724365234,18.746361255645752,13.446128845214844,14.544846773147583,13.491029977798462,14.34030795097351,41.844215631484985,Robust,Robust,Robust,Robust,Robust,Robust,Not robust,Robust,Robust,Robust,Robust,Robust,Robust,Robust
01282123,mnist,latency,np-psm,64,512,"delta(2,)",209.60610437393188,0.6519982814788818,101.99784731864929,151.4689176082611,153.97577452659607,130.50384068489075,205.32173037528992,151.89361095428467,2.1204206943511963,168.4768259525299,168.60844135284424,121.00430417060852,0.03870964050292969,230.49830603599548,Robust,Not robust,Robust,Robust,Robust,Robust,Robust,Robust,Not robust,Robust,Robust,Robust,Not robust,Robust
01222335,mnist,latency,milp,16,512,"delta(2,)",inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
09121703,mnist,latency,milp,5,20,"delta(2,)",47.4474773406982,63.3769807815552,11.0615525245667,313.3409490585327,634.0843074321747,167.8092064857483,16.7815828323364,26.5516953468323,84.3167560100555,185.6842451095581,32.6877520084381,119.5974214076996,87.2670705318451,446.7443602085114,Robust,Robust,Robust,Not robust,Robust,Robust,Not robust,Robust,Robust,Robust,Robust,Robust,Robust,Robust
08141745,mnist,latency,np,256,512,"delta(1,)",6.142273664474487,4.53187894821167,3.8278236389160156,4.2470691204071045,3.226123332977295,4.146015882492065,4.634396314620972,5.073407888412476,4.195624351501465,6.305975914001465,5.990417718887329,4.0002758502960205,5.053884744644165,6.39180064201355,Robust,Robust,Robust,Robust,Robust,Robust,Robust,Robust,Robust,Robust,Robust,Robust,Robust,Robust
01222335,mnist,latency,milp,64,512,"delta(2,)",inf,inf,inf,inf,inf,inf,inf,8882.98595070839,inf,inf,inf,inf,2636.117136001587,inf,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Robust,Unknown,Unknown,Unknown,Unknown,Not robust,Unknown
08310136,fmnist,latency,milp,5,10,"delta(2,)",13.7945280075073,10.2848575115204,16.8841862678528,162.0369222164154,47.3491320610046,390.6989653110504,14.0566267967224,14.1511559486389,18.4316565990448,14.6092557907104,451.8140614032745,72.0276634693146,17.8089187145233,11.2130224704742,Not robust,Not robust,Not robust,Robust,Not robust,Not robust,Not robust,Not robust,Not robust,Not robust,Robust,Not robust,Robust,Not robust
10171441,fmnist,latency,milp,7,20,"delta(1,)",44.6393234729767,34.7016153335571,15.6956832408905,6.7461018562317,55.3766238689423,21.2872607707977,8.4546127319336,20.8380856513977,9.3740003108978,17.9921772480011,3.9032490253448,32.133672952652,8.2952194213867,6.5848503112793,Robust,Not robust,Robust,Robust,Robust,Robust,Robust,Not robust,Robust,Robust,Not robust,Robust,Robust,Not robust
10172002,mnist,latency,milp,8,20,"delta(1,)",2.6703896522522,2.8918685913086,1.3725805282593,1.2924544811249,1.244699716568,1.4445993900299,2.2346563339233,1.3050484657288,1.6478223800659,1.4057123661041,1.8250524997711,1.0634799003601,1.0719075202942,1.5081577301025,Robust,Not robust,Robust,Robust,Robust,Robust,Not robust,Robust,Robust,Robust,Robust,Robust,Not robust,Robust
05191224,fmnist,latency,z3,5,14,"delta(1,)",2114.528790950775,11970.396238327026,2270.518176317215,6749.323621749878,1837.025438785553,2568.7823717594147,9267.005158185959,4471.774349927902,874.8167595863342,917.6797111034393,5805.805907487869,9358.174912691116,2209.0341596603394,3459.7565801143646,Robust,Not robust,Robust,Robust,Robust,Not robust,Robust,Robust,Not robust,Robust,Not robust,Robust,Robust,Not robust
01261745,mnist,latency,np-bab,64,256,"delta(1,)",0.42552995681762695,0.37562036514282227,0.20888304710388184,0.33809924125671387,0.25379228591918945,0.2860591411590576,0.30870795249938965,0.33098340034484863,0.5946943759918213,0.42948079109191895,0.21053576469421387,0.3100242614746094,0.28234291076660156,0.4348335266113281,Robust,Robust,Robust,Robust,Robust,Robust,Not robust,Robust,Robust,Robust,Robust,Robust,Robust,Robust
08102345,fmnist,latency,z3,5,12,"delta(1,)",3904.614025115967,5515.509943008423,14481.526062011719,1169.7761693000793,6636.8007526397705,9453.569801330566,4688.110558986664,7740.444181919098,10430.926491737366,11134.078305006027,9777.048337697983,1648.3807644844055,6013.685882329941,641.5847008228302,Not robust,Not robust,Robust,Robust,Not robust,Robust,Robust,Robust,Robust,Not robust,Not robust,Robust,Robust,Not robust
08141754,mnist,latency,np,256,512,"delta(2,)",1761.304824590683,1934.541621208191,1413.5244071483612,2021.586134672165,924.830384016037,2649.2209165096283,1853.1911430358887,1411.481734752655,1263.049331665039,1671.162312746048,2174.628734111786,1478.2645659446716,2150.872932910919,1827.5790824890137,Robust,Robust,Robust,Robust,Robust,Robust,Robust,Robust,Robust,Robust,Robust,Robust,Robust,Robust
08101714,fmnist,latency,z3,5,10,"delta(1,)",1162.7448799610138,3535.934538602829,361.20886158943176,1927.9263186454773,2490.0136799812317,398.8631684780121,414.39460039138794,971.0116558074951,4174.550724029541,3448.445853948593,6350.906692504883,390.8951880931854,945.7249140739441,1534.802327156067,Not robust,Not robust,Not robust,Robust,Not robust,Not robust,Not robust,Not robust,Not robust,Not robust,Robust,Not robust,Robust,Not robust
01191841,mnist,latency,np-psm,5,20,"delta(1,)",0.3042302131652832,0.33261823654174805,0.32164478302001953,0.015047311782836914,0.29468560218811035,0.29601168632507324,0.013731241226196289,0.26871514320373535,0.33807826042175293,0.31688904762268066,0.32999253273010254,0.36206698417663574,0.4619460105895996,0.32434797286987305,Robust,Robust,Robust,Not robust,Robust,Robust,Not robust,Robust,Robust,Robust,Robust,Robust,Robust,Robust
06130909,mnist,latency,z3,5,14,"delta(1,)",11408.873600959778,10998.600091934204,626.0317897796631,6653.267882823944,17905.90248823166,2423.6082780361176,9568.815367221832,2461.0930206775665,1793.4313600063324,842.4744157791138,8312.56975197792,14721.564046621323,10012.264996528625,11285.895562171936,Robust,Robust,Robust,Robust,Robust,Not robust,Robust,Robust,Robust,Robust,Robust,Robust,Robust,Robust
01282124,mnist,latency,np-psm,64,256,"delta(2,)",144.78348779678345,121.23979783058167,61.4512825012207,99.40508484840393,82.23212265968323,85.39851021766663,0.6403830051422119,99.1281943321228,91.41018843650818,128.6251459121704,83.23754739761353,73.30449032783508,82.72187089920044,150.34307074546814,Robust,Robust,Robust,Robust,Robust,Robust,Not robust,Robust,Not robust,Robust,Robust,Robust,Robust,Robust
01222046,mnist,latency,np,64,512,"delta(2,)",747.3423445224762,0.1358635425567627,632.8648903369904,711.4826557636261,670.388587474823,699.0740988254547,751.5929245948792,684.5774853229523,0.17077183723449707,697.529780626297,675.1513259410858,665.7315554618835,0.006638765335083008,747.796623468399,Robust,Not robust,Robust,Robust,Robust,Robust,Robust,Robust,Not robust,Robust,Robust,Robust,Not robust,Robust
01241803,mnist,latency,np-psm,5,20,"delta(4,)",inf,inf,inf,0.015228986740112305,inf,inf,0.01275181770324707,inf,inf,inf,inf,424.617075920105,inf,inf,Unknown,Unknown,Unknown,Not robust,Unknown,Unknown,Not robust,Unknown,Unknown,Unknown,Unknown,Not robust,Unknown,Unknown
08101935,fmnist,latency,z3,5,16,"delta(1,)",2562.4459884166718,4055.701390981674,849.8244993686676,933.0700807571411,2074.1281831264496,11194.000762939453,3615.6904628276825,930.3904526233673,21068.883383989334,9157.613271474838,13581.151704072952,2260.3914778232574,991.5903992652893,3296.2878365516663,Robust,Not robust,Not robust,Robust,Not robust,Not robust,Robust,Not robust,Robust,Not robust,Not robust,Robust,Robust,Not robust
01222338,mnist,latency,np-psm,48,512,"delta(2,)",1081.1572031974792,1170.659325838089,173.49782848358154,949.9847102165222,1152.2985217571259,15.739341974258423,0.6774687767028809,1088.0050342082977,255.8290524482727,1011.921945810318,180.52204775810242,760.9483938217163,1030.6318237781525,1250.4742641448975,Robust,Robust,Robust,Robust,Robust,Not robust,Not robust,Robust,Robust,Robust,Robust,Robust,Robust,Robust
08151410,fmnist,latency,z3,5,12,"delta(1,)",2973.079622030258,4407.383345127106,11690.402739048004,785.5781579017639,5394.049330711365,7963.884740591049,3625.3015673160553,6217.123692512512,8611.65130329132,9431.235226631165,7951.869264125824,1109.094788312912,4736.084963560104,427.7939805984497,Not robust,Not robust,Robust,Robust,Not robust,Robust,Robust,Robust,Robust,Not robust,Not robust,Robust,Robust,Not robust
08312224,fmnist,latency,milp,5,14,"delta(1,)",7.1867733001709,9.40278673172,2.4518556594849,1.4184613227844,10.0419311523438,4.7523045539856,1.7445108890533,12.2133636474609,3.5749609470367,3.5293619632721,4.2121529579163,12.6992888450623,1.6063840389252,2.1981253623962,Robust,Not robust,Robust,Robust,Robust,Not robust,Robust,Robust,Not robust,Robust,Not robust,Robust,Robust,Not robust
08152154,fmnist,latency,z3,5,12,"delta(1,)",2909.355901479721,3915.0725617408752,10880.842936992645,827.0914585590363,4695.7015726566315,6717.9406452178955,3225.660452604294,5305.767194271088,7340.3871648311615,8353.086696863174,6616.198127746582,1115.6198601722717,4547.979019165039,444.13650703430176,Not robust,Not robust,Robust,Robust,Not robust,Robust,Robust,Robust,Robust,Not robust,Not robust,Robust,Robust,Not robust
01241753,mnist,latency,np-psm,32,512,"delta(2,)",42.379125356674194,42.22828650474548,20.149919509887695,53.874009132385254,21.98464345932007,29.345640420913696,0.03432345390319824,37.501912117004395,63.607895374298096,42.58393573760986,22.62462568283081,26.899669408798218,27.059622287750244,52.78478789329529,Robust,Robust,Robust,Robust,Robust,Robust,Not robust,Robust,Robust,Robust,Robust,Robust,Robust,Robust
08121101,mnist,latency,np,5,18,"delta(1,)",0.17280364036560059,0.16997551918029785,0.1623232364654541,0.17119836807250977,0.1740250587463379,0.1654975414276123,0.1717970371246338,0.1750812530517578,0.16995525360107422,0.17192339897155762,0.16922736167907715,0.16260027885437012,0.16741347312927246,0.17488884925842285,Robust,Robust,Robust,Robust,Robust,Robust,Robust,Robust,Robust,Robust,Robust,Robust,Robust,Robust
06140808,mnist,baseline,z3,5,12,"delta(1,)",inf,inf,inf,inf,inf,inf,inf,inf,33414.3842523098,206303.55846118927,39306.47619867325,59925.54174828529,inf,inf,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not robust,Not robust,Not robust,Not robust,Unknown,Unknown
08101432,fmnist,baseline,z3,5,18,"delta(1,)",inf,inf,inf,inf,inf,inf,67853.07255530357,inf,inf,inf,inf,inf,inf,inf,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not robust,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
10142024,mnist,latency,milp,6,20,"delta(1,)",2.4427812099457,2.2702555656433,1.4345767498016,2.533376455307,1.9942944049835,1.5887567996979,1.3543257713318,2.8986856937408,2.2832894325256,2.0222294330597,3.6991968154907,1.0472304821014,1.0941264629364,2.8404366970062,Robust,Robust,Not robust,Not robust,Robust,Robust,Not robust,Robust,Robust,Robust,Robust,Robust,Robust,Robust
08062027,mnist,latency,np,6,20,"delta(1,)",0.1891169548034668,0.18449664115905762,0.047209978103637695,0.1735677719116211,0.18131327629089355,0.1752920150756836,0.0012288093566894531,0.18396949768066406,0.18381023406982422,0.18260645866394043,0.18068838119506836,0.17412877082824707,0.18024921417236328,0.18654274940490723,Robust,Robust,Not robust,Not robust,Robust,Robust,Not robust,Robust,Robust,Robust,Robust,Robust,Robust,Robust
09130953,fmnist,latency,milp,5,20,"delta(3,)",468.5586762428284,20245.602943897247,34.5861177444458,1319.6623895168304,16.5801868438721,541.7586009502411,1159.4461905956268,96.7612504959106,14976.518582105637,34.6365196704865,607.3646430969238,88.0020432472229,3554.8028206825256,66.4785397052765,Robust,Not robust,Not robust,Robust,Not robust,Not robust,Robust,Not robust,Not robust,Not robust,Not robust,Not robust,Robust,Not robust
10172033,mnist,latency,milp,8,20,"delta(1,)",1.8148396015167,2.5099465847015,1.4111680984497,1.5937314033508,1.5523128509521,1.5745544433594,1.9982228279114,1.5750229358673,1.8038194179535,2.2510144710541,1.6283960342407,1.3902218341827,1.0049614906311,1.6031875610352,Not robust,Robust,Robust,Not robust,Robust,Robust,Not robust,Robust,Not robust,Robust,Not robust,Not robust,Robust,Robust
08310519,fmnist,latency,milp,5,12,"delta(2,)",34.2585480213165,32.8762822151184,70.5380506515503,25.9059205055237,50.1321280002594,699.2110376358032,45.1463289260864,488.9306225776672,403.9894762039185,54.6149411201477,152.7544004917145,46.392326593399,49.9547481536865,12.995760679245,Not robust,Not robust,Robust,Robust,Not robust,Robust,Robust,Robust,Not robust,Not robust,Not robust,Robust,Not robust,Not robust
01251856,mnist,latency,np-bab,5,20,"delta(1,)",0.03850579261779785,0.056787967681884766,0.05132412910461426,0.00467371940612793,0.04410529136657715,0.0436406135559082,0.0046079158782958984,0.028016328811645508,0.059671640396118164,0.04901933670043945,0.05720376968383789,0.03553032875061035,0.04826664924621582,0.052123069763183594,Robust,Robust,Robust,Not robust,Robust,Robust,Not robust,Robust,Robust,Robust,Robust,Robust,Robust,Robust
08121100,mnist,latency,np,5,10,"delta(1,)",0.15442800521850586,0.1619858741760254,0.15898799896240234,0.16036629676818848,0.06798505783081055,0.15781188011169434,0.1671593189239502,0.16263723373413086,0.16322731971740723,0.16132473945617676,0.046356916427612305,0.15638375282287598,0.16197586059570312,0.16511964797973633,Not robust,Robust,Robust,Robust,Not robust,Robust,Robust,Robust,Robust,Robust,Not robust,Robust,Robust,Robust
06112105,mnist,latency,z3,6,20,"delta(1,)",61120.55174160004,69875.74303841591,54301.78794646263,47231.35930943489,1130.064101934433,41306.52957367897,19894.506866693497,1738.5825939178467,14702.105452537537,36460.11576485634,41983.160975933075,49556.13501596451,49716.84789943695,49005.118562459946,Robust,Robust,Not robust,Not robust,Robust,Robust,Not robust,Robust,Robust,Robust,Robust,Robust,Robust,Robust
10171441,fmnist,latency,milp,8,20,"delta(1,)",19.3898954391479,9.6604065895081,27.252418756485,4.7273042201996,27.1489870548248,29.7132475376129,16.2195620536804,16.6718037128448,4.1848566532135,13.0471851825714,7.8623757362366,53.8979403972626,9.1763257980347,10.3992629051208,Not robust,Not robust,Robust,Robust,Not robust,Robust,Robust,Robust,Not robust,Not robust,Not robust,Robust,Robust,Not robust
